feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,delta_happiness,delta_support,delta_income
0.47,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02917411,0.6624917,0.2,0.28758696,-0.13886233,0.61922705,0.0,1.0,0.0,0.0,0.0,0.13886233,0.0
0.23,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4012845,0.7660893,0.6,0.5168464,0.010865646,0.74417585,0.0,1.0,0.0,0.0,0.0,-0.010865646,0.0
0.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.962348,0.24194819,0.3,0.40042177,0.066743456,0.88662475,0.0,1.0,0.0,0.0,0.0,-0.066743456,0.0
0.41,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6784492,0.7378986,0.6,0.810101,0.10406323,0.7672255,0.0,1.0,0.0,0.0,0.0,-0.10406323,0.0
0.69,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5463537,0.58741736,0.2,0.69000113,0.07738266,0.69143254,0.0,1.0,0.0,0.0,0.0,-0.07738266,0.0
0.19,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.38078627,0.33658737,0.1,0.4394923,-0.06704189,0.7256936,0.0,1.0,0.0,0.0,0.0,0.06704189,0.0
0.67,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.059549876,0.7984274,0.5,0.629545,-0.049853686,0.8491602,0.0,1.0,0.0,0.0,0.0,0.049853686,0.0
0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.23376736,0.0014732698,0.6,0.091358654,-0.23621504,0.5881699,0.0,1.0,0.0,0.0,0.0,0.23621504,0.0
0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3445276,0.29659167,0.3,0.47456673,-0.08973908,0.6752522,0.0,1.0,0.0,0.0,0.0,0.08973908,0.0
0.26,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.84041965,0.66018724,0.5,0.94107085,0.13334763,0.86879385,0.0,1.0,0.0,0.0,0.0,-0.13334763,0.0
0.53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.81679225,0.80818,0.3,1.0,0.17201522,0.6974117,0.0,1.0,0.0,0.0,0.0,-0.17201522,0.0
0.57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2816739,0.3251795,0.5,0.36617756,0.0,0.7733671,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.54,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3373935,0.53352916,0.5,0.36663005,-0.015256044,0.6801102,0.0,1.0,0.0,0.0,0.0,0.015256044,0.0
0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23508567,0.62891394,0.5,0.46297532,-0.031562965,0.60057366,0.0,1.0,0.0,0.0,0.0,0.031562965,0.0
0.58,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.98228174,0.25353876,0.2,0.8065782,0.08053695,0.7337409,0.0,1.0,0.0,0.0,0.0,-0.08053695,0.0
0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.54501635,0.3599367,0.4,0.48430505,-0.048166778,0.7818544,0.0,1.0,0.0,0.0,0.0,0.048166778,0.0
0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.91986257,0.20755522,0.5,0.48341507,0.050017785,0.65082073,0.0,1.0,0.0,0.0,0.0,-0.050017785,0.0
0.59,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.77593786,0.69227153,0.4,0.76165026,0.16423585,0.72448385,0.0,1.0,0.0,0.0,0.0,-0.16423585,0.0
0.23,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.18946998,0.3957899,0.6,0.2816196,-0.15019497,0.6233602,0.0,1.0,0.0,0.0,0.0,0.15019497,0.0
0.31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.031035893,0.8240637,0.3,0.61133254,-0.0036939569,0.7532204,0.0,1.0,0.0,0.0,0.0,0.0036939569,0.0
0.24,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5191889,0.9798359,0.4,0.7253098,0.199131,0.75242174,0.0,1.0,0.0,0.0,0.0,-0.199131,0.0
0.36,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5170656,0.34395722,0.1,0.36660492,-0.030065956,0.6431314,0.0,1.0,0.0,0.0,0.0,0.030065956,0.0
0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.83576393,0.37751058,0.2,0.8420024,0.094480634,0.75937885,0.0,1.0,0.0,0.0,0.0,-0.094480634,0.0
0.32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5917436,0.81905013,0.6,0.7300468,0.10100671,0.626918,0.0,1.0,0.0,0.0,0.0,-0.10100671,0.0
0.45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5928234,0.5017616,0.5,0.3101852,0.04380955,0.8155674,0.0,1.0,0.0,0.0,0.0,-0.04380955,0.0
0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.06375789,0.04976325,0.2,0.2934803,-0.3058685,0.6016806,0.0,1.0,0.0,0.0,0.0,0.3058685,0.0
0.69,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9077481,0.39314586,0.6,0.57298315,0.10774194,0.7447921,0.0,1.0,0.0,0.0,0.0,-0.10774194,0.0
0.37,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.92515755,0.4682856,0.2,0.7160288,0.15662825,0.77469236,0.0,1.0,0.0,0.0,0.0,-0.15662825,0.0
0.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57067704,0.5465072,0.5,0.7805488,0.014081385,0.77023953,0.0,1.0,0.0,0.0,0.0,-0.014081385,0.0
0.58,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.50261444,0.65514797,0.3,0.76108015,0.025505023,0.6409424,0.0,1.0,0.0,0.0,0.0,-0.025505023,0.0
0.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2941841,0.8001029,0.6,0.86281115,0.05994544,0.86819106,0.0,1.0,0.0,0.0,0.0,-0.05994544,0.0
0.32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43658864,0.089797795,0.5,0.35315222,-0.12206844,0.8645151,0.0,1.0,0.0,0.0,0.0,0.12206844,0.0
0.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.81965816,0.4884644,0.3,0.36020947,0.0,0.70916325,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.58,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.21620509,0.17360951,0.1,0.18221146,-0.18018359,0.57891977,0.0,1.0,0.0,0.0,0.0,0.18018359,0.0
0.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.72048724,0.46946046,0.4,0.4259456,0.06346453,0.62577665,0.0,1.0,0.0,0.0,0.0,-0.06346453,0.0
0.35,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6655921,0.8242617,0.2,0.69687736,0.14642964,0.8982034,0.0,1.0,0.0,0.0,0.0,-0.14642964,0.0
0.41,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.15533607,0.71429497,0.3,0.5120848,-0.06525609,0.7279341,0.0,1.0,0.0,0.0,0.0,0.06525609,0.0
0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35521796,0.09975062,0.6,0.11682204,-0.22054799,0.8105688,0.0,1.0,0.0,0.0,0.0,0.22054799,0.0
0.43,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15640774,0.56684273,0.6,0.31850806,-0.07701098,0.7532125,0.0,1.0,0.0,0.0,0.0,0.07701098,0.0
0.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11235884,0.06585687,0.4,0.37562272,-0.30871043,0.81525314,0.0,1.0,0.0,0.0,0.0,0.30871043,0.0
0.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.463272,0.6898788,0.4,0.38986126,0.0,0.7540896,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.42,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43623608,0.24619703,0.2,0.5296509,-0.088011116,0.6813293,0.0,1.0,0.0,0.0,0.0,0.088011116,0.0
0.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.77185655,0.8943436,0.4,0.67190886,0.0,0.6275979,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.68,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.65109515,0.83587605,0.4,0.55873215,0.121469714,0.63212943,0.0,1.0,0.0,0.0,0.0,-0.121469714,0.0
0.18,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.83854765,0.2801037,0.5,0.6696281,0.040626243,0.6175846,0.0,1.0,0.0,0.0,0.0,-0.040626243,0.0
0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23356993,0.42206103,0.1,0.6842389,0.0,0.7247342,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.51,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.35190308,0.5917303,0.4,0.76924294,-0.00029034755,0.8746895,0.0,1.0,0.0,0.0,0.0,0.00029034755,0.0
0.27,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.31860763,0.017770931,0.3,0.38762218,-0.26035768,0.8635307,0.0,1.0,0.0,0.0,0.0,0.26035768,0.0
0.22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.36497933,0.9900399,0.1,0.787809,0.10697258,0.60844,0.0,1.0,0.0,0.0,0.0,-0.10697258,0.0
0.54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.870492,0.22032271,0.6,0.76266503,0.056620874,0.7533586,0.0,1.0,0.0,0.0,0.0,-0.056620874,0.0
0.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6171629,0.012397147,0.3,0.38006252,-0.084318936,0.59908473,0.0,1.0,0.0,0.0,0.0,0.084318936,0.0
0.56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7107195,0.035567954,0.4,0.41539466,-0.03439636,0.6162692,0.0,1.0,0.0,0.0,0.0,0.03439636,0.0
0.34,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6561952,0.75683486,0.3,0.76972735,0.1506309,0.8341575,0.0,1.0,0.0,0.0,0.0,-0.1506309,0.0
0.45,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47108346,0.2014304,0.3,0.39793816,-0.07141081,0.7317237,0.0,1.0,0.0,0.0,0.0,0.07141081,0.0
0.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.113889016,0.40476,0.4,0.31172287,-0.16102363,0.7116168,0.0,1.0,0.0,0.0,0.0,0.16102363,0.0
0.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1327484,0.1926667,0.4,0.4863767,-0.20212431,0.73523426,0.0,1.0,0.0,0.0,0.0,0.20212431,0.0
0.36,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.022990633,0.5399862,0.4,0.23701757,-0.1929159,0.6191372,0.0,1.0,0.0,0.0,0.0,0.1929159,0.0
0.69,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.91729367,0.009531153,0.2,0.6085987,0.033193678,0.5747099,0.0,1.0,0.0,0.0,0.0,-0.033193678,0.0
0.63,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.043960318,0.949797,0.3,0.63530546,-0.02436129,0.73570293,0.0,1.0,0.0,0.0,0.0,0.02436129,0.0
0.18,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2865701,0.3146633,0.5,0.5783643,-0.17377003,0.7214099,0.0,1.0,0.0,0.0,0.0,0.17377003,0.0
0.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6365191,0.44444495,0.3,0.4394664,0.041876517,0.891878,0.0,1.0,0.0,0.0,0.0,-0.041876517,0.0
0.43,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25832734,0.80354494,0.1,0.7087707,-0.0077937017,0.88005286,0.0,1.0,0.0,0.0,0.0,0.0077937017,0.0
0.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.13344908,0.045369323,0.1,0.11755504,-0.24545531,0.7159158,0.0,1.0,0.0,0.0,0.0,0.24545531,0.0
0.22,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.77918977,0.122877076,0.4,0.6929871,-0.06790086,0.575724,0.0,1.0,0.0,0.0,0.0,0.06790086,0.0
0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7072909,0.9783051,0.1,0.5467531,0.24222143,0.65431875,0.0,1.0,0.0,0.0,0.0,-0.24222143,0.0
0.56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30159998,0.2266443,0.6,0.21020502,-0.15260455,0.7554619,0.0,1.0,0.0,0.0,0.0,0.15260455,0.0
0.18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.08315301,0.23415327,0.1,0.39463225,0.0,0.86293167,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21597447,0.7173504,0.6,0.5595899,0.0,0.8624811,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47872934,0.7949158,0.4,0.78497857,0.09139002,0.751909,0.0,1.0,0.0,0.0,0.0,-0.09139002,0.0
0.33,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.17437334,0.37996605,0.4,0.16416247,-0.17514013,0.7252169,0.0,1.0,0.0,0.0,0.0,0.17514013,0.0
0.24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.71001846,0.95743376,0.4,0.8018905,0.21718429,0.67114633,0.0,1.0,0.0,0.0,0.0,-0.21718429,0.0
0.35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5044742,0.43519172,0.2,0.5133521,-0.012691909,0.75223416,0.0,1.0,0.0,0.0,0.0,0.012691909,0.0
0.42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.27837136,0.31765825,0.2,0.29261196,-0.15681092,0.67553407,0.0,1.0,0.0,0.0,0.0,0.15681092,0.0
0.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.24951154,0.44960007,0.3,0.57238275,-0.09298963,0.61437714,0.0,1.0,0.0,0.0,0.0,0.09298963,0.0
0.39,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7852302,0.028993938,0.3,0.5248077,-0.07289093,0.6045214,0.0,1.0,0.0,0.0,0.0,0.07289093,0.0
0.39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5475908,0.55104905,0.2,0.41210225,0.0152781,0.73187613,0.0,1.0,0.0,0.0,0.0,-0.0152781,0.0
0.35,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13039061,0.4109502,0.5,0.5762908,-0.10930476,0.8681896,0.0,1.0,0.0,0.0,0.0,0.10930476,0.0
0.22,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.37691295,0.08020131,0.1,0.2519508,-0.1885359,0.60984087,0.0,1.0,0.0,0.0,0.0,0.1885359,0.0
0.54,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8691963,0.7622706,0.2,0.8265422,0.18744774,0.6964496,0.0,1.0,0.0,0.0,0.0,-0.18744774,0.0
0.51,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.08271072,0.08976672,0.4,0.43957984,-0.3036687,0.58942753,0.0,1.0,0.0,0.0,0.0,0.3036687,0.0
0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21631224,0.0872879,0.4,0.40700912,-0.20357063,0.8315788,0.0,1.0,0.0,0.0,0.0,0.20357063,0.0
0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24307643,0.19528383,0.6,0.44468933,-0.19029818,0.7953539,0.0,1.0,0.0,0.0,0.0,0.19029818,0.0
0.29,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07430351,0.36768943,0.3,0.16837312,-0.17435256,0.76958424,0.0,1.0,0.0,0.0,0.0,0.17435256,0.0
0.38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.63617575,0.18314065,0.6,0.6765275,-0.09868915,0.86000615,0.0,1.0,0.0,0.0,0.0,0.09868915,0.0
0.43,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7164463,0.8745647,0.5,0.8844643,0.22481261,0.58869916,0.0,1.0,0.0,0.0,0.0,-0.22481261,0.0
0.33,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9561713,0.1970628,0.4,0.80463225,0.022588342,0.5869861,0.0,1.0,0.0,0.0,0.0,-0.022588342,0.0
0.43,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9665539,0.98795325,0.2,0.96642524,0.2978954,0.5909815,0.0,1.0,0.0,0.0,0.0,-0.2978954,0.0
0.42,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3802673,0.9026703,0.4,0.87007123,0.07914778,0.6030707,0.0,1.0,0.0,0.0,0.0,-0.07914778,0.0
0.66,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.23545934,0.92955285,0.3,0.8776219,0.0736468,0.7637075,0.0,1.0,0.0,0.0,0.0,-0.0736468,0.0
0.57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0085232705,0.18170999,0.3,0.22143404,-0.2448104,0.7452486,0.0,1.0,0.0,0.0,0.0,0.2448104,0.0
0.21,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.432936,0.84305346,0.4,0.73934704,0.13033101,0.73919994,0.0,1.0,0.0,0.0,0.0,-0.13033101,0.0
0.51,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8117169,0.26889452,0.2,0.596199,-0.006655611,0.70973855,0.0,1.0,0.0,0.0,0.0,0.006655611,0.0
0.68,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5714264,0.24698496,0.2,0.25041863,-0.047845367,0.6475393,0.0,1.0,0.0,0.0,0.0,0.047845367,0.0
0.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18186498,0.68127304,0.1,0.6136695,-0.059751675,0.814509,0.0,1.0,0.0,0.0,0.0,0.059751675,0.0
0.27,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16709282,0.569594,0.3,0.468142,-0.08205979,0.64369553,0.0,1.0,0.0,0.0,0.0,0.08205979,0.0
0.48,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.44735843,0.8573837,0.1,0.7595763,0.08595918,0.80130243,0.0,1.0,0.0,0.0,0.0,-0.08595918,0.0
0.54,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.059792712,0.4198651,0.4,0.22048566,-0.15177551,0.7470304,0.0,1.0,0.0,0.0,0.0,0.15177551,0.0
0.39,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7886079,0.17807761,0.6,0.72400165,-0.024148328,0.8809682,0.0,1.0,0.0,0.0,0.0,0.024148328,0.0
0.58,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.95581686,0.63889515,0.4,0.7144128,0.2148981,0.87524235,0.0,1.0,0.0,0.0,0.0,-0.2148981,0.0
0.43,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.040941373,0.6115478,0.3,0.6254266,-0.13109529,0.61182266,0.0,1.0,0.0,0.0,0.0,0.13109529,0.0
0.36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.41290772,0.5000603,0.1,0.5288918,-0.021700315,0.67550224,0.0,1.0,0.0,0.0,0.0,0.021700315,0.0
0.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43123794,0.11135063,0.4,0.32495663,-0.18079619,0.60170585,0.0,1.0,0.0,0.0,0.0,0.18079619,0.0
0.64,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.6376889,0.16769803,0.5,0.41680446,-0.08774916,0.6206607,0.0,1.0,0.0,0.0,0.0,0.08774916,0.0
0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13693571,0.9616487,0.6,0.79391825,0.0,0.85324883,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.64,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7476274,0.82469743,0.3,0.6667471,0.21903461,0.6145581,0.0,1.0,0.0,0.0,0.0,-0.21903461,0.0
0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6275734,0.78267914,0.6,0.7850457,0.17418826,0.88922924,0.0,1.0,0.0,0.0,0.0,-0.17418826,0.0
0.66,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13310304,0.5760577,0.6,0.4770997,-0.10200353,0.6153338,0.0,1.0,0.0,0.0,0.0,0.10200353,0.0
0.29,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6118733,0.55722094,0.6,0.68621266,0.033756547,0.68493783,0.0,1.0,0.0,0.0,0.0,-0.033756547,0.0
0.23,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.111617096,0.37635833,0.1,0.4935261,-0.1198314,0.60047334,0.0,1.0,0.0,0.0,0.0,0.1198314,0.0
0.18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.950862,0.9339993,0.2,1.0,0.34146118,0.6189684,0.0,1.0,0.0,0.0,0.0,-0.34146118,0.0
0.46,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.94443166,0.54245347,0.5,0.8696445,0.12781556,0.7585427,0.0,1.0,0.0,0.0,0.0,-0.12781556,0.0
0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.79473466,0.8954723,0.5,0.7811387,0.24026166,0.6563016,0.0,1.0,0.0,0.0,0.0,-0.24026166,0.0
0.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.73717576,0.92087656,0.5,0.8981678,0.21011022,0.60785687,0.0,1.0,0.0,0.0,0.0,-0.21011022,0.0
0.56,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.055419892,0.40235242,0.3,0.47124362,-0.15318616,0.7378834,0.0,1.0,0.0,0.0,0.0,0.15318616,0.0
0.57,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.40125722,0.017408933,0.1,0.564626,-0.17119966,0.5858728,0.0,1.0,0.0,0.0,0.0,0.17119966,0.0
0.21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8615492,0.13175668,0.2,0.37254542,-0.012459786,0.6121823,0.0,1.0,0.0,0.0,0.0,0.012459786,0.0
0.44,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.407275,0.17772415,0.2,0.43335107,-0.11692593,0.60727525,0.0,1.0,0.0,0.0,0.0,0.11692593,0.0
0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5492829,0.6236105,0.2,0.5956946,0.10397239,0.76775223,0.0,1.0,0.0,0.0,0.0,-0.10397239,0.0
0.66,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2920098,0.8431597,0.6,0.8587951,0.052114595,0.6520612,0.0,1.0,0.0,0.0,0.0,-0.052114595,0.0
0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5621859,0.030781053,0.5,0.38806862,-0.1459866,0.7004644,0.0,1.0,0.0,0.0,0.0,0.1459866,0.0
0.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.106084034,0.107669495,0.2,0.4369306,-0.24296133,0.73945,0.0,1.0,0.0,0.0,0.0,0.24296133,0.0
0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9309569,0.48260126,0.1,0.9792653,0.17952904,0.60970634,0.0,1.0,0.0,0.0,0.0,-0.17952904,0.0
0.52,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.99902165,0.122975886,0.1,0.58712465,0.042184986,0.65286773,0.0,1.0,0.0,0.0,0.0,-0.042184986,0.0
0.23,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.772772,0.32025394,0.1,0.6019367,0.061161686,0.70874137,0.0,1.0,0.0,0.0,0.0,-0.061161686,0.0
0.18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7091573,0.76012915,0.4,0.6177992,0.11067276,0.89232934,0.0,1.0,0.0,0.0,0.0,-0.11067276,0.0
0.59,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9215312,0.5154346,0.1,0.60660076,0.16653599,0.719545,0.0,1.0,0.0,0.0,0.0,-0.16653599,0.0
0.66,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.99697375,0.7455201,0.3,1.0,0.19400778,0.6494689,0.0,1.0,0.0,0.0,0.0,-0.19400778,0.0
